"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KGZ","RENEWABLE","TOT","KTOE","A","1973",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1974",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1975",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1976",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1977",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1978",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1979",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1980",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1981",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1982",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1983",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1984",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1985",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1986",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1987",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1988",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1989",,"L"
"KGZ","RENEWABLE","TOT","KTOE","A","1990",863.657,
"KGZ","RENEWABLE","TOT","KTOE","A","1991",869.489,
"KGZ","RENEWABLE","TOT","KTOE","A","1992",795.501,
"KGZ","RENEWABLE","TOT","KTOE","A","1993",784.441,
"KGZ","RENEWABLE","TOT","KTOE","A","1994",1012.048,
"KGZ","RENEWABLE","TOT","KTOE","A","1995",959.702,
"KGZ","RENEWABLE","TOT","KTOE","A","1996",1057.323,
"KGZ","RENEWABLE","TOT","KTOE","A","1997",943.738,
"KGZ","RENEWABLE","TOT","KTOE","A","1998",858.527,
"KGZ","RENEWABLE","TOT","KTOE","A","1999",1047.607,
"KGZ","RENEWABLE","TOT","KTOE","A","2000",1106.335,
"KGZ","RENEWABLE","TOT","KTOE","A","2001",1013.127,
"KGZ","RENEWABLE","TOT","KTOE","A","2002",884.236,
"KGZ","RENEWABLE","TOT","KTOE","A","2003",1039.267,
"KGZ","RENEWABLE","TOT","KTOE","A","2004",1121.64,
"KGZ","RENEWABLE","TOT","KTOE","A","2005",1103.153,
"KGZ","RENEWABLE","TOT","KTOE","A","2006",1075.982,
"KGZ","RENEWABLE","TOT","KTOE","A","2007",1098.706,
"KGZ","RENEWABLE","TOT","KTOE","A","2008",874.137,
"KGZ","RENEWABLE","TOT","KTOE","A","2009",882.182,
"KGZ","RENEWABLE","TOT","KTOE","A","2010",958.842,
"KGZ","RENEWABLE","TOT","KTOE","A","2011",1219.509,
"KGZ","RENEWABLE","TOT","KTOE","A","2012",1222.997,
"KGZ","RENEWABLE","TOT","KTOE","A","2013",1129.483,
"KGZ","RENEWABLE","TOT","KTOE","A","2014",1146.527,
"KGZ","RENEWABLE","TOT","KTOE","A","2015",957.533,
"KGZ","RENEWABLE","TOT","KTOE","A","2016",989.333,
"KGZ","RENEWABLE","TOT","KTOE","A","2017",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1960",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1961",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1962",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1963",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1964",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1965",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1966",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1967",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1968",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1969",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1970",,"L"
"LBN","RENEWABLE","TOT","KTOE","A","1971",168.491,
"LBN","RENEWABLE","TOT","KTOE","A","1972",168.774,
"LBN","RENEWABLE","TOT","KTOE","A","1973",142.348,
"LBN","RENEWABLE","TOT","KTOE","A","1974",177.606,
"LBN","RENEWABLE","TOT","KTOE","A","1975",177.511,
"LBN","RENEWABLE","TOT","KTOE","A","1976",177.749,
"LBN","RENEWABLE","TOT","KTOE","A","1977",180.391,
"LBN","RENEWABLE","TOT","KTOE","A","1978",179.459,
"LBN","RENEWABLE","TOT","KTOE","A","1979",181.418,
"LBN","RENEWABLE","TOT","KTOE","A","1980",180.486,
"LBN","RENEWABLE","TOT","KTOE","A","1981",180.032,
"LBN","RENEWABLE","TOT","KTOE","A","1982",162.835,
"LBN","RENEWABLE","TOT","KTOE","A","1983",155.096,
"LBN","RENEWABLE","TOT","KTOE","A","1984",157.461,
"LBN","RENEWABLE","TOT","KTOE","A","1985",157.461,
"LBN","RENEWABLE","TOT","KTOE","A","1986",155.55,
"LBN","RENEWABLE","TOT","KTOE","A","1987",160.089,
"LBN","RENEWABLE","TOT","KTOE","A","1988",159.468,
"LBN","RENEWABLE","TOT","KTOE","A","1989",152.971,
"LBN","RENEWABLE","TOT","KTOE","A","1990",145.734,
"LBN","RENEWABLE","TOT","KTOE","A","1991",153.926,
"LBN","RENEWABLE","TOT","KTOE","A","1992",167.857,
"LBN","RENEWABLE","TOT","KTOE","A","1993",170.77,
"LBN","RENEWABLE","TOT","KTOE","A","1994",185.826,
"LBN","RENEWABLE","TOT","KTOE","A","1995",181.433,
"LBN","RENEWABLE","TOT","KTOE","A","1996",191.904,
"LBN","RENEWABLE","TOT","KTOE","A","1997",202.627,
"LBN","RENEWABLE","TOT","KTOE","A","1998",195.376,
"LBN","RENEWABLE","TOT","KTOE","A","1999",158.694,
"LBN","RENEWABLE","TOT","KTOE","A","2000",172.528,
"LBN","RENEWABLE","TOT","KTOE","A","2001",168.167,
"LBN","RENEWABLE","TOT","KTOE","A","2002",205.14,
"LBN","RENEWABLE","TOT","KTOE","A","2003",271.993,
"LBN","RENEWABLE","TOT","KTOE","A","2004",264.388,
"LBN","RENEWABLE","TOT","KTOE","A","2005",263.734,
"LBN","RENEWABLE","TOT","KTOE","A","2006",237.469,
"LBN","RENEWABLE","TOT","KTOE","A","2007",229.097,
"LBN","RENEWABLE","TOT","KTOE","A","2008",192.294,
"LBN","RENEWABLE","TOT","KTOE","A","2009",193.355,
"LBN","RENEWABLE","TOT","KTOE","A","2010",213.59,
"LBN","RENEWABLE","TOT","KTOE","A","2011",212.955,
"LBN","RENEWABLE","TOT","KTOE","A","2012",234.068,
"LBN","RENEWABLE","TOT","KTOE","A","2013",258.431,
"LBN","RENEWABLE","TOT","KTOE","A","2014",168.056,
"LBN","RENEWABLE","TOT","KTOE","A","2015",193.957,
"LBN","RENEWABLE","TOT","KTOE","A","2016",186.166,
"LBN","RENEWABLE","TOT","KTOE","A","2017",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1960",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1961",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1962",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1963",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1964",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1965",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1966",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1967",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1968",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1969",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1970",,"L"
"LBY","RENEWABLE","TOT","KTOE","A","1971",97.043,
"LBY","RENEWABLE","TOT","KTOE","A","1972",101.247,
"LBY","RENEWABLE","TOT","KTOE","A","1973",105.45,
"LBY","RENEWABLE","TOT","KTOE","A","1974",109.654,
"LBY","RENEWABLE","TOT","KTOE","A","1975",113.858,
"LBY","RENEWABLE","TOT","KTOE","A","1976",117.584,
"LBY","RENEWABLE","TOT","KTOE","A","1977",121.31,
"LBY","RENEWABLE","TOT","KTOE","A","1978",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1979",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1980",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1981",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1982",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1983",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1984",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1985",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1986",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1987",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1988",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1989",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1990",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1991",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1992",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1993",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1994",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1995",125.06,
"LBY","RENEWABLE","TOT","KTOE","A","1996",127.806,
"LBY","RENEWABLE","TOT","KTOE","A","1997",130.625,
"LBY","RENEWABLE","TOT","KTOE","A","1998",133.515,
"LBY","RENEWABLE","TOT","KTOE","A","1999",136.453,
"LBY","RENEWABLE","TOT","KTOE","A","2000",139.582,
"LBY","RENEWABLE","TOT","KTOE","A","2001",142.782,
"LBY","RENEWABLE","TOT","KTOE","A","2002",144.526,
"LBY","RENEWABLE","TOT","KTOE","A","2003",146.198,
"LBY","RENEWABLE","TOT","KTOE","A","2004",147.979,
"LBY","RENEWABLE","TOT","KTOE","A","2005",149.809,
"LBY","RENEWABLE","TOT","KTOE","A","2006",151.734,
"LBY","RENEWABLE","TOT","KTOE","A","2007",153.621,
"LBY","RENEWABLE","TOT","KTOE","A","2008",155.379,
"LBY","RENEWABLE","TOT","KTOE","A","2009",156.564,
"LBY","RENEWABLE","TOT","KTOE","A","2010",156.936,
"LBY","RENEWABLE","TOT","KTOE","A","2011",156.315,
"LBY","RENEWABLE","TOT","KTOE","A","2012",155.04,
"LBY","RENEWABLE","TOT","KTOE","A","2013",153.43,
"LBY","RENEWABLE","TOT","KTOE","A","2014",151.949,
"LBY","RENEWABLE","TOT","KTOE","A","2015",152.713,
"LBY","RENEWABLE","TOT","KTOE","A","2016",154.123,
"LBY","RENEWABLE","TOT","KTOE","A","2017",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1960",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1961",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1962",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1963",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1964",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1965",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1966",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1967",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1968",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1969",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1970",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1971",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1972",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1973",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1974",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1975",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1976",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1977",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1978",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1979",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1980",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1981",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1982",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1983",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1984",,"L"
"MNG","RENEWABLE","TOT","KTOE","A","1985",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1986",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1987",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1988",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1989",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1990",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1991",76.813,
"MNG","RENEWABLE","TOT","KTOE","A","1992",79.751,
"MNG","RENEWABLE","TOT","KTOE","A","1993",82.712,
"MNG","RENEWABLE","TOT","KTOE","A","1994",82.712,
"MNG","RENEWABLE","TOT","KTOE","A","1995",82.712,
"MNG","RENEWABLE","TOT","KTOE","A","1996",82.712,
"MNG","RENEWABLE","TOT","KTOE","A","1997",85.65,
"MNG","RENEWABLE","TOT","KTOE","A","1998",85.65,
"MNG","RENEWABLE","TOT","KTOE","A","1999",85.65,
"MNG","RENEWABLE","TOT","KTOE","A","2000",132.497,
"MNG","RENEWABLE","TOT","KTOE","A","2001",151.366,
"MNG","RENEWABLE","TOT","KTOE","A","2002",168.587,
"MNG","RENEWABLE","TOT","KTOE","A","2003",168.587,
"MNG","RENEWABLE","TOT","KTOE","A","2004",168.587,
"MNG","RENEWABLE","TOT","KTOE","A","2005",168.587,
"MNG","RENEWABLE","TOT","KTOE","A","2006",168.587,
"MNG","RENEWABLE","TOT","KTOE","A","2007",179.813,
"MNG","RENEWABLE","TOT","KTOE","A","2008",181.308,
"MNG","RENEWABLE","TOT","KTOE","A","2009",183.577,
"MNG","RENEWABLE","TOT","KTOE","A","2010",186.018,
"MNG","RENEWABLE","TOT","KTOE","A","2011",188.282,
"MNG","RENEWABLE","TOT","KTOE","A","2012",148.452,
"MNG","RENEWABLE","TOT","KTOE","A","2013",154.127,
"MNG","RENEWABLE","TOT","KTOE","A","2014",160.748,
"MNG","RENEWABLE","TOT","KTOE","A","2015",162.296,
"MNG","RENEWABLE","TOT","KTOE","A","2016",162.296,
"MNG","RENEWABLE","TOT","KTOE","A","2017",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1960",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1961",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1962",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1963",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1964",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1965",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1966",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1967",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1968",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1969",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1970",,"L"
"MAR","RENEWABLE","TOT","KTOE","A","1971",781.169,
"MAR","RENEWABLE","TOT","KTOE","A","1972",803.611,
"MAR","RENEWABLE","TOT","KTOE","A","1973",782.584,
"MAR","RENEWABLE","TOT","KTOE","A","1974",809.31,
"MAR","RENEWABLE","TOT","KTOE","A","1975",796.661,
"MAR","RENEWABLE","TOT","KTOE","A","1976",810.806,
"MAR","RENEWABLE","TOT","KTOE","A","1977",858.818,
"MAR","RENEWABLE","TOT","KTOE","A","1978",882.693,
"MAR","RENEWABLE","TOT","KTOE","A","1979",914.761,
"MAR","RENEWABLE","TOT","KTOE","A","1980",927.367,
"MAR","RENEWABLE","TOT","KTOE","A","1981",904.113,
"MAR","RENEWABLE","TOT","KTOE","A","1982",887.126,
"MAR","RENEWABLE","TOT","KTOE","A","1983",899.078,
"MAR","RENEWABLE","TOT","KTOE","A","1984",908.87,
"MAR","RENEWABLE","TOT","KTOE","A","1985",938.487,
"MAR","RENEWABLE","TOT","KTOE","A","1986",970.856,
"MAR","RENEWABLE","TOT","KTOE","A","1987",1007.213,
"MAR","RENEWABLE","TOT","KTOE","A","1988",1034.719,
"MAR","RENEWABLE","TOT","KTOE","A","1989",1071.539,
"MAR","RENEWABLE","TOT","KTOE","A","1990",1097.067,
"MAR","RENEWABLE","TOT","KTOE","A","1991",1178.337,
"MAR","RENEWABLE","TOT","KTOE","A","1992",1169.327,
"MAR","RENEWABLE","TOT","KTOE","A","1993",1141.057,
"MAR","RENEWABLE","TOT","KTOE","A","1994",1190.074,
"MAR","RENEWABLE","TOT","KTOE","A","1995",1192.62,
"MAR","RENEWABLE","TOT","KTOE","A","1996",1327.152,
"MAR","RENEWABLE","TOT","KTOE","A","1997",1353.75,
"MAR","RENEWABLE","TOT","KTOE","A","1998",1342.294,
"MAR","RENEWABLE","TOT","KTOE","A","1999",1274.529,
"MAR","RENEWABLE","TOT","KTOE","A","2000",1284.255,
"MAR","RENEWABLE","TOT","KTOE","A","2001",1322.256,
"MAR","RENEWABLE","TOT","KTOE","A","2002",1331.074,
"MAR","RENEWABLE","TOT","KTOE","A","2003",1397.664,
"MAR","RENEWABLE","TOT","KTOE","A","2004",2395.056,
"MAR","RENEWABLE","TOT","KTOE","A","2005",2201.992,
"MAR","RENEWABLE","TOT","KTOE","A","2006",2046.59,
"MAR","RENEWABLE","TOT","KTOE","A","2007",1910.132,
"MAR","RENEWABLE","TOT","KTOE","A","2008",1764.742,
"MAR","RENEWABLE","TOT","KTOE","A","2009",1749.078,
"MAR","RENEWABLE","TOT","KTOE","A","2010",1791.707,
"MAR","RENEWABLE","TOT","KTOE","A","2011",1617.889,
"MAR","RENEWABLE","TOT","KTOE","A","2012",1542.286,
"MAR","RENEWABLE","TOT","KTOE","A","2013",1664.484,
"MAR","RENEWABLE","TOT","KTOE","A","2014",1601.118,
"MAR","RENEWABLE","TOT","KTOE","A","2015",1674.668,
"MAR","RENEWABLE","TOT","KTOE","A","2016",1645.019,
"MAR","RENEWABLE","TOT","KTOE","A","2017",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1960",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1961",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1962",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1963",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1964",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1965",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1966",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1967",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1968",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1969",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1970",,"L"
"MMR","RENEWABLE","TOT","KTOE","A","1971",6397.278,
"MMR","RENEWABLE","TOT","KTOE","A","1972",6555.212,
"MMR","RENEWABLE","TOT","KTOE","A","1973",6733.128,
"MMR","RENEWABLE","TOT","KTOE","A","1974",6866.791,
"MMR","RENEWABLE","TOT","KTOE","A","1975",7007.934,
"MMR","RENEWABLE","TOT","KTOE","A","1976",7140.546,
"MMR","RENEWABLE","TOT","KTOE","A","1977",7271.429,
"MMR","RENEWABLE","TOT","KTOE","A","1978",7392.295,
"MMR","RENEWABLE","TOT","KTOE","A","1979",7525.819,
"MMR","RENEWABLE","TOT","KTOE","A","1980",7642.271,
"MMR","RENEWABLE","TOT","KTOE","A","1981",7776.249,
"MMR","RENEWABLE","TOT","KTOE","A","1982",7918.654,
"MMR","RENEWABLE","TOT","KTOE","A","1983",8072.533,
"MMR","RENEWABLE","TOT","KTOE","A","1984",8219.585,
"MMR","RENEWABLE","TOT","KTOE","A","1985",8808.249,
"MMR","RENEWABLE","TOT","KTOE","A","1986",8844.588,
"MMR","RENEWABLE","TOT","KTOE","A","1987",9003.043,
"MMR","RENEWABLE","TOT","KTOE","A","1988",8949.389,
"MMR","RENEWABLE","TOT","KTOE","A","1989",9264.618,
"MMR","RENEWABLE","TOT","KTOE","A","1990",9125.581,
"MMR","RENEWABLE","TOT","KTOE","A","1991",8952.613,
"MMR","RENEWABLE","TOT","KTOE","A","1992",9333.52,
"MMR","RENEWABLE","TOT","KTOE","A","1993",8824.616,
"MMR","RENEWABLE","TOT","KTOE","A","1994",9139.233,
"MMR","RENEWABLE","TOT","KTOE","A","1995",9278.098,
"MMR","RENEWABLE","TOT","KTOE","A","1996",9165.677,
"MMR","RENEWABLE","TOT","KTOE","A","1997",9328.905,
"MMR","RENEWABLE","TOT","KTOE","A","1998",9428.379,
"MMR","RENEWABLE","TOT","KTOE","A","1999",9208.818,
"MMR","RENEWABLE","TOT","KTOE","A","2000",9348.529,
"MMR","RENEWABLE","TOT","KTOE","A","2001",9579.254,
"MMR","RENEWABLE","TOT","KTOE","A","2002",9842.4,
"MMR","RENEWABLE","TOT","KTOE","A","2003",10245.032,
"MMR","RENEWABLE","TOT","KTOE","A","2004",10310.041,
"MMR","RENEWABLE","TOT","KTOE","A","2005",10384.643,
"MMR","RENEWABLE","TOT","KTOE","A","2006",10416.758,
"MMR","RENEWABLE","TOT","KTOE","A","2007",10446.914,
"MMR","RENEWABLE","TOT","KTOE","A","2008",10476.894,
"MMR","RENEWABLE","TOT","KTOE","A","2009",10568.659,
"MMR","RENEWABLE","TOT","KTOE","A","2010",10550.588,
"MMR","RENEWABLE","TOT","KTOE","A","2011",10759.382,
"MMR","RENEWABLE","TOT","KTOE","A","2012",10787.394,
"MMR","RENEWABLE","TOT","KTOE","A","2013",10888.549,
"MMR","RENEWABLE","TOT","KTOE","A","2014",10899.766,
"MMR","RENEWABLE","TOT","KTOE","A","2015",10958.164,
"MMR","RENEWABLE","TOT","KTOE","A","2016",10995.304,
"MMR","RENEWABLE","TOT","KTOE","A","2017",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1960",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1961",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1962",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1963",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1964",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1965",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1966",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1967",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1968",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1969",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1970",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1971",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1972",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1973",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1974",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1975",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1976",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1977",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1978",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1979",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1980",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1981",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1982",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1983",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1984",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1985",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1986",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1987",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1988",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1989",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1990",,"L"
"NAM","RENEWABLE","TOT","KTOE","A","1991",289.72,
"NAM","RENEWABLE","TOT","KTOE","A","1992",281.437,
"NAM","RENEWABLE","TOT","KTOE","A","1993",270.622,
"NAM","RENEWABLE","TOT","KTOE","A","1994",250.21,
"NAM","RENEWABLE","TOT","KTOE","A","1995",295.791,
"NAM","RENEWABLE","TOT","KTOE","A","1996",277.978,
"NAM","RENEWABLE","TOT","KTOE","A","1997",262.788,
"NAM","RENEWABLE","TOT","KTOE","A","1998",302.776,
"NAM","RENEWABLE","TOT","KTOE","A","1999",322.973,
"NAM","RENEWABLE","TOT","KTOE","A","2000",365.046,
"NAM","RENEWABLE","TOT","KTOE","A","2001",352.469,
"NAM","RENEWABLE","TOT","KTOE","A","2002",376.015,
"NAM","RENEWABLE","TOT","KTOE","A","2003",379.11,
"NAM","RENEWABLE","TOT","KTOE","A","2004",356.339,
"NAM","RENEWABLE","TOT","KTOE","A","2005",385.148,
"NAM","RENEWABLE","TOT","KTOE","A","2006",375.399,
"NAM","RENEWABLE","TOT","KTOE","A","2007",374.037,
"NAM","RENEWABLE","TOT","KTOE","A","2008",343.078,
"NAM","RENEWABLE","TOT","KTOE","A","2009",377.252,
"NAM","RENEWABLE","TOT","KTOE","A","2010",345.229,
"NAM","RENEWABLE","TOT","KTOE","A","2011",371.248,
"NAM","RENEWABLE","TOT","KTOE","A","2012",393.088,
"NAM","RENEWABLE","TOT","KTOE","A","2013",374.486,
"NAM","RENEWABLE","TOT","KTOE","A","2014",400.511,
"NAM","RENEWABLE","TOT","KTOE","A","2015",414.656,
"NAM","RENEWABLE","TOT","KTOE","A","2016",402.885,
"NAM","RENEWABLE","TOT","KTOE","A","2017",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1960",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1961",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1962",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1963",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1964",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1965",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1966",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1967",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1968",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1969",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1970",,"L"
"NPL","RENEWABLE","TOT","KTOE","A","1971",3597.836,
"NPL","RENEWABLE","TOT","KTOE","A","1972",3677.377,
"NPL","RENEWABLE","TOT","KTOE","A","1973",3757.849,
"NPL","RENEWABLE","TOT","KTOE","A","1974",3842.209,
"NPL","RENEWABLE","TOT","KTOE","A","1975",3926.316,
"NPL","RENEWABLE","TOT","KTOE","A","1976",4018.902,
"NPL","RENEWABLE","TOT","KTOE","A","1977",4110.619,
"NPL","RENEWABLE","TOT","KTOE","A","1978",4204.973,
"NPL","RENEWABLE","TOT","KTOE","A","1979",4302.211,
"NPL","RENEWABLE","TOT","KTOE","A","1980",4403.621,
"NPL","RENEWABLE","TOT","KTOE","A","1981",4501.26,
"NPL","RENEWABLE","TOT","KTOE","A","1982",4604.051,
"NPL","RENEWABLE","TOT","KTOE","A","1983",4705.541,
"NPL","RENEWABLE","TOT","KTOE","A","1984",4808.235,
"NPL","RENEWABLE","TOT","KTOE","A","1985",4914.736,
"NPL","RENEWABLE","TOT","KTOE","A","1986",5029.283,
"NPL","RENEWABLE","TOT","KTOE","A","1987",5138.072,
"NPL","RENEWABLE","TOT","KTOE","A","1988",5248.165,
"NPL","RENEWABLE","TOT","KTOE","A","1989",5373.626,
"NPL","RENEWABLE","TOT","KTOE","A","1990",5501.819,
"NPL","RENEWABLE","TOT","KTOE","A","1991",5621.119,
"NPL","RENEWABLE","TOT","KTOE","A","1992",5735.345,
"NPL","RENEWABLE","TOT","KTOE","A","1993",5859.431,
"NPL","RENEWABLE","TOT","KTOE","A","1994",5990.48,
"NPL","RENEWABLE","TOT","KTOE","A","1995",6139.614,
"NPL","RENEWABLE","TOT","KTOE","A","1996",6273.804,
